company,name,year,TA,size,liquid_ratio,Operating_Expense_Ratio,Cash_Flow_Ratio,GDP,PAC,underwriting_revenue,brokerage_revenue,netprofit_growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009A0,永豐金證券,2019,125788532,19,118.76,65.79,5.37,3.39,2,235170,4811914,307.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000885,鑫豐證券,2019,,,,,,3.39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000779,國票證券,2019,49910307,18,117.09,64.41,0.37,3.39,1,33028,1328210,180.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,元富證券,2019,104360346,18,122.11,61.99,3.18,3.39,9,170864,2343284,85.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000102,合作金庫證券,2019,22708749,17,127.66,57.39,9.54,3.39,1,92011,407931,425.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000025,基富通證券,2019,643742,13,"4,675.91",110.3,158.77,3.39,8,0,40080,79.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,寶來證券,2019,,,,,,3.39,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,群益期貨,2019,41160910,18,112.5,45.29,2.45,3.39,6,0,1577235,28.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026000,富邦期貨,2019,20017838,17,109.4,53.36,0.24,3.39,3,0,609373,183.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,元大期貨,2019,74283889,18,109.06,40.75,1.6,,5,0,2737896,13.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,元富期貨,2019,9542573,16,112.66,37.87,1.49,,2,0,443724,14.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000980,元大證券,2020,904246478,21,114.09,53.31,3.63,3.39,0,956455,22883780,54.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,凱基證券,2020,400895629,20,110.04,53.84,2.89,3.39,0,755937,12362090,43.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,康和證券,2020,35604299,17,112.7,56.2,4.68,3.39,0,41178,1639647,277.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000960,富邦證券,2020,132413457,19,127.27,56.69,3.02,3.39,0,323010,6371338,44.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000884,玉山證券,2020,21645472,17,129.02,56.56,5.95,6.62,0,29944,1930773,83.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000616,中信證券,2020,34697145,17,131.49,56.27,2.99,6.62,0,144139,1058523,66.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,群益證券,2020,163062634,19,120.02,50.13,2.2,6.62,0,214290,5455310,35.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000815,台新證券,2020,54013642,18,126,59.93,3.07,6.62,0,137005,1661669,25.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000116,日盛證券,2020,86154544,18,132.34,55.71,7.35,6.62,0,41874,4259311,74.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000888,國泰證券,2020,64872315,18,117.1,61.35,11.68,6.62,0,65103,3746572,109.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000930,華南永昌證券,2020,50985468,18,119.88,,2.28,6.62,0,72056,3272869,490.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009A0,永豐金證券,2020,136387074,19,121.98,62.43,8.42,6.62,0,247631,7442642,50.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000885,鑫豐證券,2020,,,,,,6.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000779,國票證券,2020,64727877,18,113.87,58.59,6.17,6.62,0,83852,2089678,28.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,元富證券,2020,127544325,19,118.75,62.2,0.22,6.62,0,270727,3580405,23.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000102,合作金庫證券,2020,31430837,17,120.71,50.73,0.75,6.62,0,97426,739681,105.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000025,基富通證券,2020,689792,13,"3,478.50",83.92,320.14,6.62,0,0,61261,492.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,寶來證券,2020,,,,,,6.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,群益期貨,2020,46413395,18,114.64,39.68,1.49,6.62,0,0,1896284,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026000,富邦期貨,2020,23815973,17,107.22,49.51,2.28,,0,0,728146,41.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,元大期貨,2020,96942203,18,110.32,34.05,0.44,,0,0,3636279,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,元富期貨,2020,10568548,16,111.68,34.87,1.84,6.62,0,0,558142,6.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000980,元大證券,2021,953571762,21,116.87,48.41,3.47,6.62,0,1616809,34747906,60.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,凱基證券,2021,403188435,20,116.59,48.96,1.06,6.62,0,1064977,16698232,48.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,康和證券,2021,39388848,17,113.06,53.07,2.52,6.62,0,41303,2126601,27.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000960,富邦證券,2021,167959532,19,122.63,49.8,3.29,2.59,0,409622,10208028,67.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000884,玉山證券,2021,30808650,17,124.68,45.1,2.91,2.59,0,38945,3285162,113.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000616,中信證券,2021,46592794,18,126.41,53.38,11.64,2.59,0,56684,1969467,60.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,群益證券,2021,203693939,19,116.61,47.41,0.63,2.59,0,151211,7945138,42.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000815,台新證券,2021,64844105,18,120.78,49.73,5.26,2.59,0,224649,3001074,122.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000116,日盛證券,2021,87634724,18,141.3,47.99,6.72,2.59,0,19944,6505143,74.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000888,國泰證券,2021,69836256,18,118.28,53.89,3.97,2.59,0,93315,5654511,49.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000930,華南永昌證券,2021,71071999,18,118.26,49.31,6.3,2.59,0,48952,5379519,169.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009A0,永豐金證券,2021,197392664,19,115.11,55.74,3.24,2.59,0,256940,10248407,67.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000885,鑫豐證券,2021,,,,,,2.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000779,國票證券,2021,80260692,18,113.79,55.97,3.86,2.59,0,62708,3255420,48.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,元富證券,2021,148478774,19,118.17,53.43,0.52,2.59,0,170828,5634804,106.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000102,合作金庫證券,2021,37044744,17,118.37,49.86,6.1,2.59,0,71979,1344121,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000025,基富通證券,2021,845816,14,"2,103.58",68.57,342.71,2.59,0,0,89369,197.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,寶來證券,2021,,,,,,2.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,群益期貨,2021,46607536,18,114.39,40.01,1.1,,0,0,1780477,21.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026000,富邦期貨,2021,28010654,17,106.2,47.78,1.4,,0,0,771849,21.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,元大期貨,2021,97979732,18,112.32,34.76,2.01,2.59,0,0,3658844,19.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,元富期貨,2021,12640385,16,109.48,43.97,0.59,2.59,0,0,577099,44.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000980,元大證券,2022,824638893,21,120.89,53.37,7.87,2.59,0,948971,20158199,49.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,凱基證券,2022,381070383,20,109.91,62,7.99,2.59,0,572466,11738610,71.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,康和證券,2022,35847027,17,108.85,79.99,17.99,1.28,0,34993,1543234,110.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000960,富邦證券,2022,138636888,19,123,56.81,21.47,1.28,0,300906,6209594,61.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000884,玉山證券,2022,17797038,17,150.66,53.87,41.7,1.28,0,12694,2347472,40.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000616,中信證券,2022,29720996,17,145.77,74.88,27.86,1.28,0,125815,1248593,84.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,群益證券,2022,191616641,19,113.59,66.62,9.18,1.28,0,97262,5449536,78.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000815,台新證券,2022,47142092,18,116.01,64.02,15.7,1.28,0,327437,2032300,70.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000116,日盛證券,2022,51929005,18,207.5,55.44,49.77,1.28,0,37386,3744467,39.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000888,國泰證券,2022,51234856,18,127.25,59.54,19.05,1.28,0,104751,4446865,35.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000930,華南永昌證券,2022,51147271,18,128.41,61.52,16.94,1.28,0,89667,3239686,56.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009A0,永豐金證券,2022,170271841,19,120.21,64.9,24.71,1.28,0,205702,7253066,67.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000885,鑫豐證券,2022,,,,,,1.28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000779,國票證券,2022,71716890,18,115.85,62.8,14.77,1.28,0,61143,2083598,48.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,元富證券,2022,105842991,18,123.73,79.44,15.72,1.28,0,172271,3581971,90.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000102,合作金庫證券,2022,28583009,17,121.69,54.44,17.23,1.28,0,73891,839585,61.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000025,基富通證券,2022,1008785,14,"1,538.47",67.79,251.16,1.28,0,0,52429,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,寶來證券,2022,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,群益期貨,2022,50043368,18,114.65,41.57,0.72,,0,0,1996416,59.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026000,富邦期貨,2022,26739270,17,106.82,46.78,0.62,1.28,0,0,814937,79.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,元大期貨,2022,112355395,19,111.03,37.84,1.24,1.28,0,0,3859473,33.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,元富期貨,2022,13597282,16,109.26,37.96,2.17,1.28,0,0,559798,40.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000980,元大證券,2023,959838735,21,119.03,49.55,5.66,1.28,0,878568,22224967,16.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,凱基證券,2023,425032318,20,109.09,52.55,5.2,,0,819084,13383785,102.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,康和證券,2023,40315013,18,112.81,58.56,11.23,,0,33033,1541164,798.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000960,富邦證券,2023,243639827,19,118.4,55.94,7.59,,0,486681,10412334,157.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000884,玉山證券,2023,24801254,17,138.1,50.8,21.2,,0,43091,2628452,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000616,中信證券,2023,37895118,17,145.74,59.8,24.11,,0,150730,1579917,431.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,群益證券,2023,246910732,19,110.85,50.25,5.87,,0,90923,5337531,287.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000815,台新證券,2023,62207434,18,114.57,50.73,17.37,,0,336793,2447619,196.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000116,日盛證券,2023,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000888,國泰證券,2023,69549465,18,122.1,57.11,4.76,,0,78173,5749148,49.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000930,華南永昌證券,2023,71311399,18,121.78,55.35,17.66,,0,171213,3490191,36.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009A0,永豐金證券,2023,223691667,19,115.02,55.63,21.51,,0,315450,8027871,142.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000885,鑫豐證券,2023,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000779,國票證券,2023,87506345,18,113.98,56.41,10.77,,0,53984,2344433,30.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,元富證券,2023,143736372,19,119.2,55.92,4.83,,0,220726,3832195,589.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000102,合作金庫證券,2023,36032718,17,117.99,53.3,8.94,,0,40381,930013,29.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000025,基富通證券,2023,1093849,14,"1,273.24",64.97,269.42,,0,0,20848,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,寶來證券,2023,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,群益期貨,2023,49340093,18,115.05,52.69,3.39,,0,0,1631578,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026000,富邦期貨,2023,32412454,17,106.99,60.14,0.78,,0,0,1064725,81.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,元大期貨,2023,112637446,19,112.67,47.9,1.68,,0,0,3200814,61.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,元富期貨,2023,11232680,16,112.03,50.26,0.64,,0,0,445433,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
