company,name,year,TA,size,liquid_ratio,Operating_Expense_Ratio,Cash_Flow_Ratio,GDP,PAC,underwriting_revenue,brokerage_revenue,netprofit_growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,康和證券,2011,23251345,17,131.28,104.78,17.74,3.67,0,4262,1331727,403.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000960,富邦證券,2011,51711563,18,235.54,71.63,66.54,3.67,2,196354,3926168,25.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000884,玉山證券,2011,6006915,16,197.4,84.21,89.17,3.67,0,1613,682610,69.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000616,中信證券,2011,8008884,16,389.19,112.17,73.78,3.67,0,136435,279562,63.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,群益證券,2011,67816656,18,147.44,71.31,54.09,3.67,1,334759,4183118,47.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000815,台新證券,2011,2440296,15,"3,256.19",613.11,"1,238.04",,0,177643,49454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000116,日盛證券,2011,44122311,18,175.41,82.94,55.92,,0,84649,3075527,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000888,國泰證券,2011,11506098,16,146.46,98.17,0.52,3.67,0,30316,459000,133.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000930,華南永昌證券,2011,21263580,17,170.18,89.86,65.95,3.67,0,55163,1792072,90.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009A0,永豐金證券,2011,72759778,18,133.57,71.01,21.88,3.67,2,256298,3487999,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000885,鑫豐證券,2011,298355,13,640.73,127.4,3.44,3.67,1,291,50012,124.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000779,國票證券,2011,24402179,17,165.26,100.65,66.68,2.22,0,20634,1457982,161.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,元富證券,2011,57243001,18,135.59,91.79,31.59,2.22,0,151810,2606330,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000102,合作金庫證券,2011,3191025,15,"1,477.98",106.04,36.31,2.22,0,811,11086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000025,基富通證券,2011,,,,,,2.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,寶來證券,2011,81387334,18,147.96,95.59,16.21,2.22,7,203359,4187831,104.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,群益期貨,2011,11051704,16,116.46,35.4,3.58,2.22,0,0,1026794,25.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026000,富邦期貨,2011,8093631,16,116.06,34.79,1.71,2.22,0,0,547204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,元大期貨,2011,20929738,17,112.64,34.84,0.78,2.22,0,0,1191475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,元富期貨,2011,4850636,15,127.16,46.2,1.27,2.22,2,0,433263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000980,元大證券,2012,210667826,19,153.26,73.76,12.85,2.22,0,458104,7490544,65.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,凱基證券,2012,219530828,19,136.19,76.04,1.39,2.22,0,366570,6088761,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,康和證券,2012,33795002,17,117.69,89.64,5.62,2.22,0,36500,1120797,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000960,富邦證券,2012,55841491,18,193.68,83.45,11,2.22,4,165745,2912057,59.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000884,玉山證券,2012,7273613,16,162.59,99.13,8.18,2.22,0,2112,568677,82.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000616,中信證券,2012,9454216,16,257.51,113.98,21.26,2.22,0,45367,206705,362.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,群益證券,2012,69888971,18,145.72,72.21,2.35,,1,219239,3301021,33.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000815,台新證券,2012,2629396,15,783.47,96.61,281.8,,0,106176,50104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000116,日盛證券,2012,48722529,18,157.35,76.07,7.73,2.22,0,62930,2305819,106.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000888,國泰證券,2012,17726522,17,128.17,77.14,19.79,2.22,1,82030,431948,363.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000930,華南永昌證券,2012,25156192,17,154.47,87.88,6.9,2.22,0,33745,1398901,93.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009A0,永豐金證券,2012,82272017,18,129.17,68.91,5.08,2.22,2,437050,2754828,174.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000885,鑫豐證券,2012,407897,13,229.11,147.82,15.62,2.48,1,284,38113,151.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000779,國票證券,2012,29255507,17,131.03,80.43,6.28,2.48,0,12924,1091021,363.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,元富證券,2012,78806872,18,123.97,70.05,1.37,2.48,0,202447,1949778,87.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000102,合作金庫證券,2012,6350331,16,170.61,120.54,32.23,2.48,0,8654,187108,"2,807.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000025,基富通證券,2012,,,,,,2.48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,寶來證券,2012,,,,,,2.48,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,群益期貨,2012,11551486,16,147.38,40.41,0.93,2.48,0,0,932901,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026000,富邦期貨,2012,7072139,16,119.47,39.46,0.81,2.48,0,0,460395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,元大期貨,2012,39074743,17,115.56,42.03,1.74,2.48,0,0,2267007,27.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,元富期貨,2012,4886610,15,129.16,35.27,2.28,2.48,2,0,331522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000980,元大證券,2013,214421836,19,148.48,74.1,2.14,2.48,2,517141,6833139,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,凱基證券,2013,242217306,19,132.72,71.71,0.87,2.48,0,438999,6423756,90.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,康和證券,2013,33382253,17,118.68,84.09,5.9,2.48,0,91269,1193174,48.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000960,富邦證券,2013,57767844,18,190.88,80.02,6.61,2.48,14,130933,2844483,27.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000884,玉山證券,2013,9422584,16,143.18,86.05,19,2.48,0,3580,611573,878.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000616,中信證券,2013,14010722,16,172.23,70.69,21.07,,0,204551,256241,625.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,群益證券,2013,77937051,18,142.08,68.92,10.08,,2,284510,3167155,32.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000815,台新證券,2013,3148104,15,426.02,74.27,115.95,2.48,0,116977,71488,"1,009.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000116,日盛證券,2013,43409224,18,172.78,76.91,14.11,2.48,3,75507,2203232,11.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000888,國泰證券,2013,18901452,17,126.73,78.13,4.64,2.48,4,82078,497004,17.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000930,華南永昌證券,2013,29322448,17,143.56,81.64,13.03,2.48,1,30752,1391651,114.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009A0,永豐金證券,2013,88908386,18,130.38,70.24,3.19,4.72,2,365075,2936146,13.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000885,鑫豐證券,2013,667754,13,163.42,146.98,6.98,4.72,1,459,36884,"1,292.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000779,國票證券,2013,33188538,17,132.7,84.43,9.56,4.72,0,20482,1108505,698.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,元富證券,2013,76222265,18,126.55,69.7,3.88,4.72,0,209044,1881852,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000102,合作金庫證券,2013,7959630,16,150.31,82.22,15.38,4.72,0,12444,205558,171.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000025,基富通證券,2013,,,,,,4.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,寶來證券,2013,,,,,,4.72,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,群益期貨,2013,11199627,16,117.47,41.53,3.26,4.72,0,0,902183,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026000,富邦期貨,2013,7140812,16,118.25,45.77,1.09,4.72,0,0,377999,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,元大期貨,2013,37166520,17,117.46,42.38,2.58,4.72,0,0,2176024,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,元富期貨,2013,4821906,15,131.61,38.89,2.06,4.72,2,0,331391,20.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000980,元大證券,2014,436611477,20,122.91,72.19,3.95,4.72,6,523336,9903508,177.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,凱基證券,2014,284477655,19,120.08,72.92,4.27,4.72,0,624740,7810355,18.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,康和證券,2014,38618707,17,115.18,80.45,4.28,4.72,0,71697,1328763,239.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000960,富邦證券,2014,69957315,18,167,79.71,8.75,4.72,26,127541,3465165,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000884,玉山證券,2014,11422217,16,153.54,75.42,22.38,,0,7558,777534,88.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000616,中信證券,2014,15987976,17,160.15,69.69,12.08,,1,95746,356305,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,群益證券,2014,83688343,18,139.07,61.65,0.42,4.72,9,169368,3722838,36.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000815,台新證券,2014,4131634,15,567.93,85.23,113.96,4.72,2,102225,102193,67.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000116,日盛證券,2014,45373252,18,174.78,69.14,4.8,4.72,3,47913,2566904,57.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000888,國泰證券,2014,23683806,17,126.77,72.61,11.16,4.72,4,128841,758937,58.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000930,華南永昌證券,2014,29821786,17,145.18,72.63,6.24,1.47,6,41218,1717739,83.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009A0,永豐金證券,2014,110609191,19,125.19,63.55,2.56,1.47,2,676891,3562937,41.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000885,鑫豐證券,2014,619647,13,164.59,126.7,10.88,1.47,1,492,45483,87.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000779,國票證券,2014,34320056,17,135.15,79.66,6.21,1.47,0,25168,1280430,34.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,元富證券,2014,80694329,18,127.24,66.22,9.94,1.47,1,183120,2212653,78.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000102,合作金庫證券,2014,9250028,16,140.22,88.3,1.83,1.47,0,26596,253675,70.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000025,基富通證券,2014,,,,,,1.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,寶來證券,2014,,,,,,1.47,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,群益期貨,2014,15434368,17,117.5,45.01,2.98,1.47,0,0,1026248,13.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026000,富邦期貨,2014,12222363,16,109.63,40.77,0.89,1.47,0,0,453597,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,元大期貨,2014,37726891,17,119.08,41.01,2,1.47,1,0,2052421,33.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,元富期貨,2014,5274382,15,130.4,35.42,2.27,1.47,2,0,341100,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000980,元大證券,2015,545586715,20,118.89,68.83,2.37,1.47,9,710569,12853003,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,凱基證券,2015,274462692,19,124.97,78.31,5.71,1.47,0,508414,8965924,22.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,康和證券,2015,33948449,17,118.78,74.32,9.34,1.47,0,71734,1227737,223.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000960,富邦證券,2015,84481239,18,149.89,78.4,16.3,,28,315461,3293988,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000884,玉山證券,2015,11254043,16,155.65,82.81,13.3,,0,10676,774660,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000616,中信證券,2015,20156524,17,152.7,71.16,10.17,1.47,4,122469,368630,18.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,群益證券,2015,93311191,18,132.69,64.54,9.97,1.47,17,167696,3585202,19.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000815,台新證券,2015,4688897,15,354.63,152.04,47.79,1.47,2,80944,107966,476.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000116,日盛證券,2015,48551138,18,166.03,73.28,20.21,1.47,6,41172,2312484,30.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000888,國泰證券,2015,23287750,17,132.48,68.95,5.74,2.17,9,96995,952388,49.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000930,華南永昌證券,2015,29718017,17,145.99,79.85,13.58,2.17,7,23003,1561581,39.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009A0,永豐金證券,2015,120375827,19,121.84,73.84,0.55,2.17,2,532665,3427765,12.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000885,鑫豐證券,2015,532247,13,178.07,129.86,4.74,2.17,1,534,37436,331.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000779,國票證券,2015,34046988,17,129.66,81.92,10,2.17,0,16913,1098034,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,元富證券,2015,99577628,18,122.04,61.01,4.85,2.17,3,355542,2076739,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000102,合作金庫證券,2015,13138233,16,158.92,72.31,1.67,2.17,0,76330,244421,"1,091.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000025,基富通證券,2015,210044,12,"24,698.15",,45.68,2.17,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,寶來證券,2015,,,,,,2.17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,群益期貨,2015,20478583,17,114.19,43.53,3.55,2.17,0,0,1346979,48.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026000,富邦期貨,2015,15356597,17,107.8,36.83,0.28,2.17,0,0,614389,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,元大期貨,2015,56851852,18,109.67,34.6,0.92,2.17,1,0,2715679,10.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,元富期貨,2015,6631512,16,117.3,35.84,2.27,2.17,2,0,408133,49.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000980,元大證券,2016,578875748,20,113.96,67.63,2.38,2.17,16,877340,10390089,25.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,凱基證券,2016,274393908,19,124.57,74.26,3.83,2.17,1,885815,7072066,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,康和證券,2016,28631599,17,119.43,96.58,3.15,,2,52456,1074319,246.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000960,富邦證券,2016,101277703,18,139.17,78.44,6.83,,30,214490,2945758,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000884,玉山證券,2016,11503522,16,152.87,90.7,4.11,2.17,0,5037,693280,63.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000616,中信證券,2016,21254479,17,145.45,77.76,3.45,2.17,11,169136,341994,168.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,群益證券,2016,108044213,18,125.34,61.84,0.76,2.17,17,93463,3226451,18.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000815,台新證券,2016,9518902,16,150.84,100.49,46.73,2.17,3,120540,119454,83.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000116,日盛證券,2016,54844552,18,152.84,76.3,17.92,3.31,9,29963,1969789,16.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000888,國泰證券,2016,24986389,17,129.82,78.02,1.55,3.31,9,102740,1288908,52.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000930,華南永昌證券,2016,34916930,17,135.28,86.43,3.7,3.31,11,35870,1393962,29.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009A0,永豐金證券,2016,146695886,19,120.44,70.71,5.64,3.31,2,401970,3410424,14.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000885,鑫豐證券,2016,488595,13,200.01,150.52,3.26,3.31,1,440,31171,143.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000779,國票證券,2016,32598975,17,138.51,81.18,2.1,3.31,0,15947,961564,182.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,元富證券,2016,84097262,18,125.47,80.34,1.59,3.31,7,253343,1755432,73.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000102,合作金庫證券,2016,20091580,17,131.24,72.92,14.12,3.31,0,92509,233536,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000025,基富通證券,2016,290142,13,"3,689.33","2,448.35","2,291.14",3.31,0,0,2136,"7,305.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,寶來證券,2016,,,,,,3.31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,群益期貨,2016,26940272,17,111.17,34.07,1.32,3.31,0,0,1474241,17.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026000,富邦期貨,2016,18442499,17,109.09,40.47,0.52,3.31,0,0,599420,17.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,元大期貨,2016,62171843,18,109.47,34.38,1.67,3.31,1,0,2733061,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,元富期貨,2016,9423932,16,112.1,37.25,1.57,3.31,2,0,410656,28.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000980,元大證券,2017,696331054,20,110.7,61.18,6.72,3.31,27,839892,13609500,13.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,凱基證券,2017,276888494,19,116.51,56.9,0.52,,2,758242,8460382,219.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,康和證券,2017,34361946,17,118,67.17,4.4,,4,41278,1335669,295.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000960,富邦證券,2017,125210131,19,130.47,66.6,3.65,3.31,32,251643,4110080,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000884,玉山證券,2017,15411463,17,136.02,80.61,18.75,3.31,1,14225,970198,315.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000616,中信證券,2017,25370284,17,137.49,69.65,2.26,3.31,12,37905,467950,287.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,群益證券,2017,141486318,19,120.44,48.52,3.94,3.31,20,121517,3932846,128.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000815,台新證券,2017,25647328,17,139.2,74.53,7.81,2.79,3,146753,385669,"1,184.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000116,日盛證券,2017,62060616,18,146.98,65.98,5.53,2.79,11,34269,2684351,69.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000888,國泰證券,2017,32781101,17,121.72,80.94,8.91,2.79,10,77429,1760645,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000930,華南永昌證券,2017,46471077,18,126.32,71.96,12.02,2.79,11,17915,2045452,192.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009A0,永豐金證券,2017,148203800,19,122.14,72.1,0.64,2.79,2,350944,4476140,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000885,鑫豐證券,2017,663014,13,148.93,105.49,11.53,2.79,1,549,43598,326.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000779,國票證券,2017,38379278,17,125.67,73.35,4.2,2.79,0,22204,1336443,95.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,元富證券,2017,95953700,18,122.32,66.67,3.15,2.79,7,199514,2312592,131.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000102,合作金庫證券,2017,27950404,17,121.76,60.92,15.52,2.79,0,93520,365929,78.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000025,基富通證券,2017,711199,13,"4,024.52",299.93,308.44,2.79,0,0,33091,41.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,寶來證券,2017,,,,,,2.79,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,群益期貨,2017,33322181,17,114.57,31.63,2.23,2.79,1,0,1510521,43.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026000,富邦期貨,2017,23722377,17,107.35,43.82,1.1,2.79,0,0,638729,53.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,元大期貨,2017,57469670,18,110.04,34.95,2.45,2.79,4,0,2712136,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,元富期貨,2017,9494467,16,111.41,34.77,1.05,2.79,2,0,423200,19.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000980,元大證券,2018,714289741,20,113.53,57.18,3.36,,33,809485,15803720,19.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,凱基證券,2018,277521586,19,115.5,73.55,5.9,,6,556453,9116022,52.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,康和證券,2018,20679516,17,131.08,104.37,23.4,2.79,6,59016,1469074,140.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000960,富邦證券,2018,123263122,19,132.54,68.42,11.47,2.79,34,288373,4578999,25.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000884,玉山證券,2018,12672857,16,151.48,67.41,31.45,2.79,5,6696,1134769,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000616,中信證券,2018,20962782,17,151.07,69.86,22.82,2.79,18,74538,551962,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,群益證券,2018,117389907,19,126.3,59.2,12.93,3.06,20,92602,4460877,44.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000815,台新證券,2018,29441916,17,136.77,79.28,18.14,3.06,3,172060,799737,49.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000116,日盛證券,2018,75087550,18,136.51,63.7,6.62,3.06,13,53833,3014323,18.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000888,國泰證券,2018,29860226,17,127.21,75.03,36.66,3.06,10,84916,1997666,68.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000930,華南永昌證券,2018,38753438,17,132.94,72.16,18.75,3.06,13,67568,2423628,37.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0009A0,永豐金證券,2018,110795044,19,127.13,71.89,24.1,3.06,2,340172,4921726,58.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000885,鑫豐證券,2018,,,,,,3.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000779,國票證券,2018,41333357,18,116.86,75.66,5.76,3.06,0,37129,1478896,21.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,元富證券,2018,99948348,18,121.78,68.48,9.7,3.06,9,147669,2642204,11.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000102,合作金庫證券,2018,25096265,17,122.19,81.12,9.5,3.06,0,62053,433742,130.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000025,基富通證券,2018,646484,13,"7,044.51",160.41,718.76,3.06,0,0,47257,37.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,寶來證券,2018,,,,,,3.06,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6024,群益期貨,2018,40386018,18,113,40.36,2.68,3.06,5,0,1858391,14.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
026000,富邦期貨,2018,19251851,17,108.76,59.3,0.5,3.06,2,0,763738,49.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31872,元大期貨,2018,73291854,18,108.35,35.05,1.56,3.06,5,0,3439375,14.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,元富期貨,2018,10462455,16,110.42,34.48,1.67,,2,0,466323,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000980,元大證券,2019,738597518,20,113.52,56.02,2.5,,44,1281945,13131278,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6008,凱基證券,2019,335112462,20,112.62,59.31,3.63,3.06,10,478027,7919776,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6016,康和證券,2019,25652965,17,118.86,68.95,9.68,3.06,7,11623,1319432,203.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000960,富邦證券,2019,139284767,19,130.44,66.72,0.63,3.06,35,239800,4025415,39.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000884,玉山證券,2019,14990766,17,142.59,65.87,5.32,3.06,13,20243,1104486,24.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000616,中信證券,2019,29608563,17,133.35,62.17,20.41,3.39,20,105391,522478,101.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6005,群益證券,2019,133170413,19,122.51,54.31,1.04,3.39,23,82881,3819193,59.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000815,台新證券,2019,41661803,18,123.89,61.75,10.55,3.39,4,386057,817506,291.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000116,日盛證券,2019,79898584,18,132.6,66.01,0.2,3.39,13,51465,2726139,18.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000888,國泰證券,2019,36205688,17,123.76,71.51,19.37,3.39,10,44594,2552943,51.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000930,華南永昌證券,2019,47879890,18,127.22,67.19,7.87,3.39,14,32092,2128134,104.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
